0	69	21.125
0	383	19.875
0	1480	19.75
0	2236	19.75
0	1361	19.5
0	1566	19.375
0	1567	19.25
0	1606	19.25
0	1383	19.125
0	1611	19.125
0	1710	19.125
0	1577	19
0	1695	19
0	1962	19
0	2229	19
0	1583	18.875
0	1608	18.875
0	1585	18.75
0	1471	18.625
0	1209	18.5
0	2308	18.5
0	2311	18.5
0	1321	18.375
0	1396	18.375
0	1563	18.375
0	1605	18.375
0	2223	18.375
0	2231	18.375
0	2246	18.375
0	401	18.375
0	550	18.375
0	1316	18.25
0	1532	18.25
0	1565	18.25
0	1568	18.25
0	1576	18.25
0	1706	18.25
0	1755	18.25
0	306	18.25
0	516	18.25
0	1129	18.125
0	1327	18.125
0	1546	18.125
0	1586	18.125
0	1628	18.125
0	1743	18.125
0	2276	18.125
0	354	18.125
0	519	18.125
0	1317	18
0	1352	18
0	1640	18
0	1703	18
0	1750	18
0	2255	18
0	583	18
0	1328	17.875
0	1366	17.875
0	1551	17.875
0	1561	17.875
0	1582	17.875
0	1617	17.875
0	1662	17.875
0	416	17.875
0	511	17.875
0	556	17.875
0	70	17.875
0	1145	17.75
0	1201	17.75
0	1430	17.75
0	1531	17.75
0	2307	17.75
0	313	17.75
0	320	17.75
0	341	17.75
0	547	17.75
0	796	17.75
0	1350	17.625
0	1553	17.625
0	1564	17.625
0	1712	17.625
0	1722	17.625
0	1726	17.625
0	1741	17.625
0	2046	17.625
0	2167	17.625
0	2215	17.625
0	334	17.625
0	393	17.625
0	630	17.625
0	1228	17.5
0	1320	17.5
0	1326	17.5
0	1399	17.5
0	1402	17.5
0	1454	17.5
0	1641	17.5
0	1711	17.5
0	1719	17.5
0	1720	17.5
1	987	12.0625
1	838	12
1	1984	11.9375
1	2219	11.9375
1	2268	11.9375
1	2012	11.8125
1	1485	11.625
1	1643	11.625
1	1212	11.5
1	1495	11.4375
1	1644	11.4375
1	2217	11.4375
1	54	11.4375
1	727	11.25
1	2226	11.1875
1	1234	11.125
1	2221	11.0625
1	992	11
1	1233	10.9375
1	2311	10.875
1	1669	10.8125
1	1638	10.75
1	159	10.6875
1	1726	10.625
1	536	10.5625
1	1410	10.5
1	1685	10.5
1	246	10.4375
1	653	10.4375
1	698	10.4375
1	1220	10.375
1	2000	10.375
1	1111	10.3125
1	1675	10.3125
1	1088	10.25
1	2187	10.25
1	638	10.25
1	978	10.25
1	1752	10.1875
1	2280	10.1875
1	2087	10.125
1	796	10.125
1	1042	10.0625
1	1487	10.0625
1	1635	10.0625
1	977	10.0625
1	1039	10
1	1228	10
1	1451	10
1	1600	10
1	194	10
1	511	10
1	642	10
1	976	10
1	2259	9.9375
1	337	9.9375
1	2050	9.875
1	2212	9.875
1	1429	9.8125
1	1549	9.8125
1	2086	9.8125
1	2096	9.8125
1	1490	9.75
1	1680	9.75
1	1716	9.75
1	225	9.75
1	416	9.75
1	1270	9.6875
1	1406	9.6875
1	1476	9.6875
1	1707	9.6875
1	1972	9.6875
1	2258	9.6875
1	2276	9.6875
1	480	9.6875
1	544	9.6875
1	709	9.6875
1	986	9.6875
1	1258	9.625
1	1419	9.625
1	1492	9.625
1	1743	9.625
1	1971	9.625
1	2266	9.625
1	393	9.625
1	1633	9.5625
1	1636	9.5625
1	1665	9.5625
1	1808	9.5625
1	822	9.5625
1	131	9.5
1	1478	9.5
1	1618	9.5
1	1634	9.5
1	1821	9.5
1	2082	9.5
1	2305	9.5
1	274	9.5
1	512	9.5
1	947	9.5
2	1127	26.125
2	154	24
2	158	23.875
2	1125	23.25
2	143	22.75
2	1159	22.375
2	955	22.125
2	956	22.125
2	963	22
2	139	21.875
2	686	21.875
2	1143	21.75
2	1208	21.75
2	718	21.75
2	159	21.625
2	950	21.625
2	123	21.375
2	962	21.375
2	134	21.25
2	954	21.25
2	964	21.25
2	149	21.125
2	957	21
2	1168	20.875
2	142	20.875
2	150	20.875
2	161	20.875
2	1134	20.75
2	1135	20.75
2	709	20.75
2	967	20.75
2	1174	20.625
2	128	20.625
2	141	20.625
2	156	20.625
2	719	20.625
2	932	20.625
2	1149	20.5
2	1166	20.5
2	965	20.5
2	1131	20.375
2	1132	20.375
2	1144	20.375
2	118	20.375
2	130	20.375
2	1949	20.375
2	928	20.375
2	937	20.375
2	119	20.25
2	160	20.25
2	935	20.25
2	971	20.25
2	972	20.25
2	1161	20.125
2	1164	20.125
2	1173	20.125
2	146	20.125
2	696	20.125
2	1158	20
2	728	20
2	939	20
2	945	20
2	953	20
2	114	19.875
2	691	19.875
2	927	19.875
2	1236	19.75
2	145	19.75
2	1148	19.625
2	1175	19.625
2	124	19.625
2	127	19.625
2	131	19.625
2	151	19.625
2	969	19.625
2	1207	19.5
2	165	19.5
2	958	19.5
2	961	19.5
2	973	19.5
2	1162	19.375
2	938	19.375
2	166	19.25
2	1950	19.25
2	692	19.25
2	941	19.25
2	1151	19.125
2	1160	19.125
2	1292	19.125
2	699	19.125
2	700	19.125
2	113	19
2	1167	19
2	138	19
2	152	19
2	157	19
2	704	19
2	1146	18.875
2	1170	18.875
2	715	18.875
3	1861	20.25
3	1870	19.875
3	1873	19.625
3	1872	19.25
3	1908	19.25
3	1865	18.875
3	1874	18.875
3	1910	18.75
3	17	18.5
3	1888	18.5
3	1864	18.25
3	1868	18
3	1909	17.875
3	1866	17.75
3	1869	17.75
3	805	17.75
3	1187	17.625
3	1856	17.625
3	1877	17.5
3	814	17.5
3	929	17.5
3	121	17.375
3	515	17.375
3	1253	17.25
3	1867	17.25
3	2209	17.25
3	1116	17.125
3	1876	17.125
3	1942	17.125
3	2003	17.125
3	233	17.125
3	336	17.125
3	598	17.125
3	751	17.125
3	1859	17
3	1875	17
3	1907	17
3	806	17
3	1241	16.875
3	1273	16.875
3	173	16.875
3	175	16.875
3	2004	16.875
3	50	16.875
3	527	16.875
3	796	16.875
3	1858	16.75
3	1879	16.75
3	1905	16.75
3	1991	16.75
3	2089	16.75
3	744	16.75
3	1035	16.625
3	1052	16.625
3	1097	16.625
3	1103	16.625
3	1860	16.625
3	2065	16.625
3	2174	16.625
3	2179	16.625
3	51	16.625
3	1013	16.5
3	1047	16.5
3	1180	16.5
3	1185	16.5
3	1186	16.5
3	138	16.5
3	1784	16.5
3	1785	16.5
3	1897	16.5
3	1933	16.5
3	2195	16.5
3	539	16.5
3	730	16.5
3	731	16.5
3	750	16.5
3	752	16.5
3	795	16.5
3	1184	16.375
3	1188	16.375
3	1190	16.375
3	1903	16.375
3	1932	16.375
3	1941	16.375
3	243	16.375
3	523	16.375
3	547	16.375
3	836	16.375
3	983	16.375
3	1077	16.25
3	1108	16.25
3	1122	16.25
3	1198	16.25
3	1219	16.25
3	2052	16.25
3	2085	16.25
3	2098	16.25
3	2306	16.25
3	382	16.25
3	44	16.25
4	337	22
4	336	21.375
4	333	21
4	521	20.75
4	344	20.25
4	335	20.125
4	549	20.125
4	550	20.125
4	547	20
4	338	19.875
4	545	19.875
4	555	19.75
4	331	19.625
4	546	19.625
4	558	19.625
4	576	19.625
4	341	19.5
4	420	19.5
4	502	19.5
4	577	19.5
4	560	19.375
4	598	19.375
4	708	19.375
4	548	19.25
4	552	19.25
4	553	19.125
4	554	19.125
4	574	19.125
4	578	19.125
4	492	19
4	522	19
4	556	19
4	559	19
4	390	18.875
4	498	18.875
4	566	18.875
4	570	18.875
4	579	18.875
4	383	18.625
4	427	18.625
4	557	18.625
4	567	18.625
4	569	18.625
4	516	18.5
4	565	18.5
4	572	18.5
4	350	18.375
4	354	18.375
4	435	18.375
4	586	18.375
4	382	18.25
4	580	18.25
4	345	18.125
4	347	18.125
4	428	18.125
4	527	18.125
4	539	18.125
4	543	18.125
4	564	18.125
4	582	18
4	334	17.875
4	342	17.875
4	393	17.875
4	544	17.875
4	585	17.875
4	1525	17.75
4	2090	17.75
4	351	17.75
4	517	17.75
4	563	17.75
4	575	17.75
4	581	17.75
4	640	17.75
4	525	17.625
4	668	17.625
4	2007	17.5
4	363	17.5
4	394	17.5
4	425	17.5
4	632	17.5
4	2004	17.375
4	349	17.375
4	361	17.375
4	430	17.375
4	510	17.375
4	568	17.375
4	592	17.375
4	611	17.375
4	615	17.375
4	654	17.375
4	834	17.375
4	1526	17.25
4	2087	17.25
4	610	17.25
4	649	17.25
4	1180	17.125
4	1980	17.125
4	365	17.125
4	392	17.125
4	449	17.125
5	1845	14.125
5	1830	14.0625
5	1849	13
5	1820	12.9375
5	1837	12.9375
5	1791	12.875
5	1818	12.6875
5	155	12.5
5	228	12.0625
5	1840	12
5	2165	12
5	1827	11.875
5	2237	11.875
5	2253	11.8125
5	1758	11.75
5	1810	11.75
5	1833	11.75
5	672	11.75
5	1843	11.6875
5	2238	11.6875
5	1819	11.625
5	1816	11.5625
5	75	11.5625
5	2223	11.5
5	715	11.5
5	2148	11.4375
5	2157	11.4375
5	1233	11.375
5	1790	11.375
5	1800	11.375
5	1809	11.375
5	1826	11.375
5	1836	11.375
5	1929	11.375
5	914	11.375
5	998	11.375
5	1017	11.3125
5	1225	11.3125
5	1294	11.3125
5	1012	11.25
5	175	11.25
5	744	11.25
5	1844	11.1875
5	789	11.1875
5	944	11.1875
5	1108	11.125
5	116	11.125
5	1175	11.125
5	1759	11.125
5	2160	11.125
5	2227	11.125
5	2308	11.125
